LB,gap,legend
LB_lvl_symm,0.04427602712405265,inversion-driven (symmetric)
LB_first,0.0040032025620496394,min size first element aligned
LB_last,0.23859087269815854,min size last element aligned
LB_levels,0.08967173738991192,inversions-driven LB
LB_lvl_symm,0.08967173738991192,inversion-driven (symmetric)
LB_first,0.003601440576230492,min size first element aligned
LB_last,0.15606242496998798,min size last element aligned
LB_levels,0.08163265306122448,inversions-driven LB
LB_lvl_symm,0.08163265306122448,inversion-driven (symmetric)
LB_first,0.031423290203327174,min size first element aligned
LB_last,0.3364140480591497,min size last element aligned
LB_levels,0.1478743068391867,inversions-driven LB
LB_lvl_symm,0.1478743068391867,inversion-driven (symmetric)
LB_first,0.010624169986719787,min size first element aligned
LB_last,0.28419654714475434,min size last element aligned
LB_levels,0.12616201859229748,inversions-driven LB
LB_lvl_symm,0.12616201859229748,inversion-driven (symmetric)
LB_first,0.014586709886547812,min size first element aligned
LB_last,0.04213938411669368,min size last element aligned
LB_levels,0.16369529983792544,inversions-driven LB
LB_lvl_symm,0.16369529983792544,inversion-driven (symmetric)
LB_first,0.003,min size first element aligned
LB_last,0.314,min size last element aligned
LB_levels,0.056,inversions-driven LB
LB_lvl_symm,0.056,inversion-driven (symmetric)
LB_first,0.0,min size first element aligned
LB_last,0.054336468129571575,min size last element aligned
LB_levels,0.148380355276907,inversions-driven LB
LB_lvl_symm,0.148380355276907,inversion-driven (symmetric)
LB_first,0.0,min size first element aligned
LB_last,0.22641509433962265,min size last element aligned
LB_levels,0.11221449851042702,inversions-driven LB
LB_lvl_symm,0.11221449851042702,inversion-driven (symmetric)
LB_first,0.002347417840375587,min size first element aligned
LB_last,0.24413145539906103,min size last element aligned
LB_levels,0.07746478873239436,inversions-driven LB
LB_lvl_symm,0.07746478873239436,inversion-driven (symmetric)
LB_first,0.013100436681222707,min size first element aligned
LB_last,0.11353711790393013,min size last element aligned
LB_levels,0.15283842794759825,inversions-driven LB
LB_lvl_symm,0.15283842794759825,inversion-driven (symmetric)
LB_first,0.01147396293027361,min size first element aligned
LB_last,0.3918799646954987,min size last element aligned
LB_levels,0.0441306266548985,inversions-driven LB
LB_lvl_symm,0.0441306266548985,inversion-driven (symmetric)
LB_first,0.0,min size first element aligned
LB_last,0.2043956043956044,min size last element aligned
LB_levels,0.11758241758241758,inversions-driven LB
LB_lvl_symm,0.11758241758241758,inversion-driven (symmetric)
LB_first,0.002602472348731295,min size first element aligned
LB_last,0.5998698763825634,min size last element aligned
LB_levels,0.07091737150292778,inversions-driven LB
LB_lvl_symm,0.07091737150292778,inversion-driven (symmetric)
LB_first,0.0012987012987012987,min size first element aligned
LB_last,0.13896103896103895,min size last element aligned
LB_levels,0.07922077922077922,inversions-driven LB
LB_lvl_symm,0.07922077922077922,inversion-driven (symmetric)
LB_first,0.0,min size first element aligned
LB_last,0.4289318755256518,min size last element aligned
LB_levels,0.07148864592094197,inversions-driven LB
LB_lvl_symm,0.07148864592094197,inversion-driven (symmetric)
LB_first,0.04995617879053462,min size first element aligned
LB_last,0.5021910604732691,min size last element aligned
LB_levels,0.05696757230499562,inversions-driven LB
LB_lvl_symm,0.05696757230499562,inversion-driven (symmetric)
LB_first,0.026737967914438502,min size first element aligned
LB_last,0.08021390374331551,min size last element aligned
LB_levels,0.25133689839572193,inversions-driven LB
LB_lvl_symm,0.25133689839572193,inversion-driven (symmetric)
LB_first,0.0064,min size first element aligned
LB_last,0.1728,min size last element aligned
LB_levels,0.0784,inversions-driven LB
LB_lvl_symm,0.0784,inversion-driven (symmetric)
LB_first,0.018942383583267563,min size first element aligned
LB_last,0.037884767166535126,min size last element aligned
LB_levels,0.05998421468034728,inversions-driven LB
LB_lvl_symm,0.05998421468034728,inversion-driven (symmetric)
LB_first,0.006220839813374806,min size first element aligned
LB_last,0.32192846034214617,min size last element aligned
LB_levels,0.07465007776049767,inversions-driven LB
LB_lvl_symm,0.07465007776049767,inversion-driven (symmetric)
LB_first,0.016975308641975308,min size first element aligned
LB_last,0.3132716049382716,min size last element aligned
LB_levels,0.09027777777777778,inversions-driven LB
LB_lvl_symm,0.09027777777777778,inversion-driven (symmetric)
LB_first,0.000578368999421631,min size first element aligned
LB_last,0.21746674378253325,min size last element aligned
LB_levels,0.055523423944476576,inversions-driven LB
LB_lvl_symm,0.055523423944476576,inversion-driven (symmetric)
LB_first,0.027176927343316695,min size first element aligned
LB_last,0.25180255130338325,min size last element aligned
LB_levels,0.07653910149750416,inversions-driven LB
LB_lvl_symm,0.07653910149750416,inversion-driven (symmetric)
LB_first,0.00792393026941363,min size first element aligned
LB_last,0.05388272583201268,min size last element aligned
LB_levels,0.07765451664025357,inversions-driven LB
LB_lvl_symm,0.07765451664025357,inversion-driven (symmetric)
LB_first,0.0015698587127158557,min size first element aligned
LB_last,0.0423861852433281,min size last element aligned
LB_levels,0.11773940345368916,inversions-driven LB
LB_lvl_symm,0.11773940345368916,inversion-driven (symmetric)
LB_first,0.015654351909830933,min size first element aligned
LB_last,0.13212273011897308,min size last element aligned
LB_levels,0.046963055729492796,inversions-driven LB
LB_lvl_symm,0.046963055729492796,inversion-driven (symmetric)
LB_first,0.010080645161290322,min size first element aligned
LB_last,0.4435483870967742,min size last element aligned
LB_levels,0.1310483870967742,inversions-driven LB
LB_lvl_symm,0.1310483870967742,inversion-driven (symmetric)
LB_first,0.01729106628242075,min size first element aligned
LB_last,0.27737752161383283,min size last element aligned
LB_levels,0.07780979827089338,inversions-driven LB
LB_lvl_symm,0.07780979827089338,inversion-driven (symmetric)
LB_first,0.011337868480725623,min size first element aligned
LB_last,0.23809523809523808,min size last element aligned
LB_levels,0.12698412698412698,inversions-driven LB
LB_lvl_symm,0.12698412698412698,inversion-driven (symmetric)
LB_first,0.01966101694915254,min size first element aligned
LB_last,0.21423728813559323,min size last element aligned
LB_levels,0.07661016949152542,inversions-driven LB
LB_lvl_symm,0.07661016949152542,inversion-driven (symmetric)
LB_first,0.02843601895734597,min size first element aligned
LB_last,0.15165876777251186,min size last element aligned
LB_levels,0.08246445497630332,inversions-driven LB
LB_lvl_symm,0.08246445497630332,inversion-driven (symmetric)
LB_first,0.0009823182711198428,min size first element aligned
LB_last,0.11886051080550099,min size last element aligned
LB_levels,0.09037328094302555,inversions-driven LB
LB_lvl_symm,0.09037328094302555,inversion-driven (symmetric)
LB_first,0.023088023088023088,min size first element aligned
LB_last,0.011544011544011544,min size last element aligned
LB_levels,0.08658008658008658,inversions-driven LB
LB_lvl_symm,0.08658008658008658,inversion-driven (symmetric)
LB_first,0.001936108422071636,min size first element aligned
LB_last,0.027105517909002903,min size last element aligned
LB_levels,0.13068731848983542,inversions-driven LB
LB_lvl_symm,0.13068731848983542,inversion-driven (symmetric)
LB_first,0.0026560424966799467,min size first element aligned
LB_last,0.39176626826029215,min size last element aligned
LB_levels,0.10889774236387782,inversions-driven LB
LB_lvl_symm,0.10889774236387782,inversion-driven (symmetric)
LB_first,0.0,min size first element aligned
LB_last,0.12709832134292565,min size last element aligned
LB_levels,0.07753796962430055,inversions-driven LB
LB_lvl_symm,0.07753796962430055,inversion-driven (symmetric)
LB_first,0.08703374777975133,min size first element aligned
LB_last,0.46536412078152756,min size last element aligned
LB_levels,0.04914150384843102,inversions-driven LB
LB_lvl_symm,0.04914150384843102,inversion-driven (symmetric)
LB_first,0.001084010840108401,min size first element aligned
LB_last,0.23035230352303523,min size last element aligned
LB_levels,0.05094850948509485,inversions-driven LB
LB_lvl_symm,0.05094850948509485,inversion-driven (symmetric)
LB_first,0.002982848620432513,min size first element aligned
LB_last,0.226696495152871,min size last element aligned
LB_levels,0.0790454884414616,inversions-driven LB
LB_lvl_symm,0.0790454884414616,inversion-driven (symmetric)
LB_first,0.005681818181818182,min size first element aligned
LB_last,0.4675802139037433,min size last element aligned
LB_levels,0.03308823529411765,inversions-driven LB
LB_lvl_symm,0.03308823529411765,inversion-driven (symmetric)
LB_first,0.0020964360587002098,min size first element aligned
LB_last,0.050314465408805034,min size last element aligned
LB_levels,0.24528301886792453,inversions-driven LB
LB_lvl_symm,0.24528301886792453,inversion-driven (symmetric)
LB_first,0.019961977186311788,min size first element aligned
LB_last,0.03231939163498099,min size last element aligned
LB_levels,0.06178707224334601,inversions-driven LB
LB_lvl_symm,0.06178707224334601,inversion-driven (symmetric)
LB_first,0.026262626262626262,min size first element aligned
LB_last,0.04040404040404041,min size last element aligned
LB_levels,0.13333333333333333,inversions-driven LB
LB_lvl_symm,0.13333333333333333,inversion-driven (symmetric)
LB_first,0.00517464424320828,min size first element aligned
LB_last,0.03622250970245795,min size last element aligned
LB_levels,0.06597671410090557,inversions-driven LB
LB_lvl_symm,0.06597671410090557,inversion-driven (symmetric)
LB_first,0.02826086956521739,min size first element aligned
LB_last,0.2554347826086957,min size last element aligned
LB_levels,0.07173913043478261,inversions-driven LB
LB_lvl_symm,0.07173913043478261,inversion-driven (symmetric)
LB_first,0.0015479876160990713,min size first element aligned
LB_last,0.2647058823529412,min size last element aligned
LB_levels,0.07739938080495357,inversions-driven LB
LB_lvl_symm,0.07739938080495357,inversion-driven (symmetric)
LB_first,0.01763508930590097,min size first element aligned
LB_last,0.5724621297761701,min size last element aligned
LB_levels,0.02080036174542166,inversions-driven LB
LB_lvl_symm,0.02080036174542166,inversion-driven (symmetric)
LB_first,0.0007782101167315176,min size first element aligned
LB_last,0.4622568093385214,min size last element aligned
LB_levels,0.07782101167315175,inversions-driven LB
LB_lvl_symm,0.07782101167315175,inversion-driven (symmetric)
LB_first,0.0011198208286674132,min size first element aligned
LB_last,0.4423292273236282,min size last element aligned
LB_levels,0.08846584546472565,inversions-driven LB
LB_lvl_symm,0.08846584546472565,inversion-driven (symmetric)
LB_first,0.0,min size first element aligned
LB_last,0.3509979353062629,min size last element aligned
LB_levels,0.10736407432897453,inversions-driven LB
LB_lvl_symm,0.10736407432897453,inversion-driven (symmetric)
LB_first,0.016713091922005572,min size first element aligned
LB_last,0.3788300835654596,min size last element aligned
LB_levels,0.12813370473537605,inversions-driven LB
LB_lvl_symm,0.12813370473537605,inversion-driven (symmetric)
LB_first,0.001549186676994578,min size first element aligned
LB_last,0.4113090627420604,min size last element aligned
LB_levels,0.14717273431448488,inversions-driven LB
LB_lvl_symm,0.14717273431448488,inversion-driven (symmetric)
LB_first,0.017467248908296942,min size first element aligned
LB_last,0.19563318777292577,min size last element aligned
LB_levels,0.08558951965065502,inversions-driven LB
LB_lvl_symm,0.08558951965065502,inversion-driven (symmetric)
LB_first,0.02169421487603306,min size first element aligned
LB_last,0.13636363636363635,min size last element aligned
LB_levels,0.09297520661157024,inversions-driven LB
LB_lvl_symm,0.09297520661157024,inversion-driven (symmetric)
LB_first,0.05110732538330494,min size first element aligned
LB_last,0.02385008517887564,min size last element aligned
LB_levels,0.151618398637138,inversions-driven LB
LB_lvl_symm,0.151618398637138,inversion-driven (symmetric)
LB_first,0.009253139458030404,min size first element aligned
LB_last,0.43423661599471247,min size last element aligned
LB_levels,0.08195637805684071,inversions-driven LB
LB_lvl_symm,0.08195637805684071,inversion-driven (symmetric)
LB_first,0.0273109243697479,min size first element aligned
LB_last,0.21218487394957983,min size last element aligned
LB_levels,0.1407563025210084,inversions-driven LB
LB_lvl_symm,0.1407563025210084,inversion-driven (symmetric)
LB_first,0.009162303664921465,min size first element aligned
LB_last,0.08704188481675393,min size last element aligned
LB_levels,0.05366492146596859,inversions-driven LB
LB_lvl_symm,0.05366492146596859,inversion-driven (symmetric)
LB_first,0.002642007926023778,min size first element aligned
LB_last,0.4656538969616909,min size last element aligned
LB_levels,0.0964332892998679,inversions-driven LB
LB_lvl_symm,0.0964332892998679,inversion-driven (symmetric)
LB_first,0.07228915662650602,min size first element aligned
LB_last,0.10441767068273092,min size last element aligned
LB_levels,0.24899598393574296,inversions-driven LB
LB_lvl_symm,0.24899598393574296,inversion-driven (symmetric)
LB_first,0.05855855855855856,min size first element aligned
LB_last,0.05405405405405406,min size last element aligned
LB_levels,0.13288288288288289,inversions-driven LB
LB_lvl_symm,0.13288288288288289,inversion-driven (symmetric)
LB_first,0.029812606473594547,min size first element aligned
LB_last,0.17546848381601363,min size last element aligned
LB_levels,0.08943781942078365,inversions-driven LB
LB_lvl_symm,0.08943781942078365,inversion-driven (symmetric)
LB_first,0.025020850708924104,min size first element aligned
LB_last,0.061718098415346125,min size last element aligned
LB_levels,0.09341117597998332,inversions-driven LB
LB_lvl_symm,0.09341117597998332,inversion-driven (symmetric)
LB_first,0.06398537477148081,min size first element aligned
LB_last,0.051188299817184646,min size last element aligned
LB_levels,0.19012797074954296,inversions-driven LB
LB_lvl_symm,0.19012797074954296,inversion-driven (symmetric)
LB_first,0.03779697624190065,min size first element aligned
LB_last,0.30669546436285094,min size last element aligned
LB_levels,0.12203023758099352,inversions-driven LB
LB_lvl_symm,0.12203023758099352,inversion-driven (symmetric)
LB_first,0.0010303967027305513,min size first element aligned
LB_last,0.7460072127769191,min size last element aligned
LB_levels,0.03400309119010819,inversions-driven LB
LB_lvl_symm,0.03400309119010819,inversion-driven (symmetric)
LB_first,0.003902439024390244,min size first element aligned
LB_last,0.36,min size last element aligned
LB_levels,0.09463414634146342,inversions-driven LB
LB_lvl_symm,0.09463414634146342,inversion-driven (symmetric)
LB_first,0.022157996146435453,min size first element aligned
LB_last,0.023121387283236993,min size last element aligned
LB_levels,0.08188824662813102,inversions-driven LB
LB_lvl_symm,0.08188824662813102,inversion-driven (symmetric)
LB_first,0.03235294117647059,min size first element aligned
LB_last,0.31176470588235294,min size last element aligned
LB_levels,0.06568627450980392,inversions-driven LB
LB_lvl_symm,0.06568627450980392,inversion-driven (symmetric)
LB_first,0.0030935808197989174,min size first element aligned
LB_last,0.04331013147718484,min size last element aligned
LB_levels,0.0634184068058778,inversions-driven LB
LB_lvl_symm,0.0634184068058778,inversion-driven (symmetric)
LB_first,0.10053619302949061,min size first element aligned
LB_last,0.09115281501340483,min size last element aligned
LB_levels,0.10053619302949061,inversions-driven LB
LB_lvl_symm,0.10053619302949061,inversion-driven (symmetric)
LB_first,0.03063063063063063,min size first element aligned
LB_last,0.17117117117117117,min size last element aligned
LB_levels,0.11711711711711711,inversions-driven LB
LB_lvl_symm,0.11711711711711711,inversion-driven (symmetric)
LB_first,0.011876484560570071,min size first element aligned
LB_last,0.47743467933491684,min size last element aligned
LB_levels,0.08491686460807601,inversions-driven LB
LB_lvl_symm,0.08491686460807601,inversion-driven (symmetric)
LB_first,0.007380073800738007,min size first element aligned
LB_last,0.2029520295202952,min size last element aligned
LB_levels,0.09225092250922509,inversions-driven LB
LB_lvl_symm,0.09225092250922509,inversion-driven (symmetric)
LB_first,0.0003835826620636747,min size first element aligned
LB_last,0.5404679708477177,min size last element aligned
LB_levels,0.07479861910241657,inversions-driven LB
LB_lvl_symm,0.07479861910241657,inversion-driven (symmetric)
LB_first,0.002577319587628866,min size first element aligned
LB_last,0.05670103092783505,min size last element aligned
LB_levels,0.14175257731958762,inversions-driven LB
LB_lvl_symm,0.14175257731958762,inversion-driven (symmetric)
LB_first,0.0015698587127158557,min size first element aligned
LB_last,0.3532182103610675,min size last element aligned
LB_levels,0.14599686028257458,inversions-driven LB
LB_lvl_symm,0.14599686028257458,inversion-driven (symmetric)
LB_first,0.02390710382513661,min size first element aligned
LB_last,0.09289617486338798,min size last element aligned
LB_levels,0.040300546448087435,inversions-driven LB
LB_lvl_symm,0.040300546448087435,inversion-driven (symmetric)
LB_first,0.003051881993896236,min size first element aligned
LB_last,0.028484231943031537,min size last element aligned
LB_levels,0.07222787385554426,inversions-driven LB
LB_lvl_symm,0.07222787385554426,inversion-driven (symmetric)
LB_first,0.0035919540229885057,min size first element aligned
LB_last,0.5660919540229885,min size last element aligned
LB_levels,0.05244252873563218,inversions-driven LB
LB_lvl_symm,0.05244252873563218,inversion-driven (symmetric)
LB_first,0.007668711656441718,min size first element aligned
LB_last,0.4723926380368098,min size last element aligned
LB_levels,0.07668711656441718,inversions-driven LB
LB_lvl_symm,0.07668711656441718,inversion-driven (symmetric)
LB_first,0.03367003367003367,min size first element aligned
LB_last,0.10437710437710437,min size last element aligned
LB_levels,0.11616161616161616,inversions-driven LB
LB_lvl_symm,0.11616161616161616,inversion-driven (symmetric)
LB_first,0.06852791878172589,min size first element aligned
LB_last,0.26015228426395937,min size last element aligned
LB_levels,0.09263959390862944,inversions-driven LB
LB_lvl_symm,0.09263959390862944,inversion-driven (symmetric)
LB_first,0.03459119496855346,min size first element aligned
LB_last,0.4088050314465409,min size last element aligned
LB_levels,0.07861635220125786,inversions-driven LB
LB_lvl_symm,0.07861635220125786,inversion-driven (symmetric)
LB_first,0.0027803521779425394,min size first element aligned
LB_last,0.4541241890639481,min size last element aligned
LB_levels,0.05375347544022243,inversions-driven LB
LB_lvl_symm,0.05375347544022243,inversion-driven (symmetric)
LB_first,0.003436426116838488,min size first element aligned
LB_last,0.10652920962199312,min size last element aligned
LB_levels,0.20618556701030927,inversions-driven LB
LB_lvl_symm,0.20618556701030927,inversion-driven (symmetric)
LB_first,0.0025974025974025974,min size first element aligned
LB_last,0.0,min size last element aligned
LB_levels,0.2805194805194805,inversions-driven LB
LB_lvl_symm,0.2805194805194805,inversion-driven (symmetric)
LB_first,0.010245901639344262,min size first element aligned
LB_last,0.5840163934426229,min size last element aligned
LB_levels,0.125,inversions-driven LB
LB_lvl_symm,0.125,inversion-driven (symmetric)
LB_first,0.008368200836820083,min size first element aligned
LB_last,0.5202231520223152,min size last element aligned
LB_levels,0.08368200836820083,inversions-driven LB
LB_lvl_symm,0.08368200836820083,inversion-driven (symmetric)
LB_first,0.0015748031496062992,min size first element aligned
LB_last,0.08188976377952756,min size last element aligned
LB_levels,0.1826771653543307,inversions-driven LB
LB_lvl_symm,0.1826771653543307,inversion-driven (symmetric)
LB_first,0.03541185527328714,min size first element aligned
LB_last,0.5943033102386451,min size last element aligned
LB_levels,0.06081601231716705,inversions-driven LB
LB_lvl_symm,0.06081601231716705,inversion-driven (symmetric)
LB_first,0.010050251256281407,min size first element aligned
LB_last,0.1984924623115578,min size last element aligned
LB_levels,0.16080402010050251,inversions-driven LB
LB_lvl_symm,0.16080402010050251,inversion-driven (symmetric)
LB_first,0.027649769585253458,min size first element aligned
LB_last,0.05069124423963134,min size last element aligned
LB_levels,0.16129032258064516,inversions-driven LB
LB_lvl_symm,0.16129032258064516,inversion-driven (symmetric)
LB_first,0.009589041095890411,min size first element aligned
LB_last,0.1958904109589041,min size last element aligned
LB_levels,0.06232876712328767,inversions-driven LB
LB_lvl_symm,0.06232876712328767,inversion-driven (symmetric)
LB_first,0.017325017325017324,min size first element aligned
LB_last,0.016632016632016633,min size last element aligned
LB_levels,0.06444906444906445,inversions-driven LB
LB_lvl_symm,0.06444906444906445,inversion-driven (symmetric)
LB_first,0.010582010582010581,min size first element aligned
LB_last,0.47513227513227513,min size last element aligned
LB_levels,0.04021164021164021,inversions-driven LB
LB_lvl_symm,0.04021164021164021,inversion-driven (symmetric)
LB_first,0.031578947368421054,min size first element aligned
LB_last,0.0,min size last element aligned
LB_levels,0.12210526315789473,inversions-driven LB
LB_lvl_symm,0.12210526315789473,inversion-driven (symmetric)
LB_first,0.000970873786407767,min size first element aligned
LB_last,0.28252427184466017,min size last element aligned
LB_levels,0.11650485436893204,inversions-driven LB
LB_lvl_symm,0.11650485436893204,inversion-driven (symmetric)
LB_first,0.00211864406779661,min size first element aligned
LB_last,0.2605932203389831,min size last element aligned
LB_levels,0.13559322033898305,inversions-driven LB
LB_lvl_symm,0.13559322033898305,inversion-driven (symmetric)
LB_first,0.0056179775280898875,min size first element aligned
LB_last,0.2443820224719101,min size last element aligned
LB_levels,0.0449438202247191,inversions-driven LB
LB_lvl_symm,0.0449438202247191,inversion-driven (symmetric)
LB_first,0.004409171075837742,min size first element aligned
LB_last,0.42151675485008816,min size last element aligned
LB_levels,0.07142857142857142,inversions-driven LB
LB_lvl_symm,0.07142857142857142,inversion-driven (symmetric)
LB_first,0.014184397163120567,min size first element aligned
LB_last,0.0,min size last element aligned
LB_levels,0.14893617021276595,inversions-driven LB
LB_lvl_symm,0.14893617021276595,inversion-driven (symmetric)
LB_first,0.0066518847006651885,min size first element aligned
LB_last,0.0,min size last element aligned
LB_levels,0.07317073170731707,inversions-driven LB
LB_lvl_symm,0.07317073170731707,inversion-driven (symmetric)
LB_first,0.0,min size first element aligned
LB_last,0.3129496402877698,min size last element aligned
LB_levels,0.14388489208633093,inversions-driven LB
LB_lvl_symm,0.14388489208633093,inversion-driven (symmetric)
LB_first,0.05674978503869303,min size first element aligned
LB_last,0.2123817712811694,min size last element aligned
LB_levels,0.061908856405846945,inversions-driven LB
LB_lvl_symm,0.061908856405846945,inversion-driven (symmetric)
LB_first,0.037267080745341616,min size first element aligned
LB_last,0.08074534161490683,min size last element aligned
LB_levels,0.14596273291925466,inversions-driven LB
LB_lvl_symm,0.14596273291925466,inversion-driven (symmetric)
LB_first,0.005376344086021506,min size first element aligned
LB_last,0.2060931899641577,min size last element aligned
LB_levels,0.15412186379928317,inversions-driven LB
LB_lvl_symm,0.15412186379928317,inversion-driven (symmetric)
LB_first,0.047933884297520664,min size first element aligned
LB_last,0.12892561983471074,min size last element aligned
LB_levels,0.13884297520661157,inversions-driven LB
LB_lvl_symm,0.13884297520661157,inversion-driven (symmetric)
LB_first,0.0,min size first element aligned
LB_last,0.5809045226130654,min size last element aligned
LB_levels,0.04522613065326633,inversions-driven LB
LB_lvl_symm,0.04522613065326633,inversion-driven (symmetric)
LB_first,0.03893951946975974,min size first element aligned
LB_last,0.29246064623032314,min size last element aligned
LB_levels,0.04971002485501243,inversions-driven LB
LB_lvl_symm,0.04971002485501243,inversion-driven (symmetric)
LB_first,0.014339622641509434,min size first element aligned
LB_last,0.5260377358490566,min size last element aligned
LB_levels,0.08377358490566038,inversions-driven LB
LB_lvl_symm,0.08377358490566038,inversion-driven (symmetric)
LB_first,0.0031496062992125984,min size first element aligned
LB_last,0.30236220472440944,min size last element aligned
LB_levels,0.07637795275590552,inversions-driven LB
LB_lvl_symm,0.07637795275590552,inversion-driven (symmetric)
LB_first,0.005219206680584551,min size first element aligned
LB_last,0.2609603340292276,min size last element aligned
LB_levels,0.10020876826722339,inversions-driven LB
LB_lvl_symm,0.10020876826722339,inversion-driven (symmetric)
LB_first,0.0,min size first element aligned
LB_last,0.4594285714285714,min size last element aligned
LB_levels,0.13028571428571428,inversions-driven LB
LB_lvl_symm,0.13028571428571428,inversion-driven (symmetric)
LB_first,0.003189792663476874,min size first element aligned
LB_last,0.33811802232854865,min size last element aligned
LB_levels,0.19776714513556617,inversions-driven LB
LB_lvl_symm,0.19776714513556617,inversion-driven (symmetric)
LB_first,0.021897810218978103,min size first element aligned
LB_last,0.23503649635036497,min size last element aligned
LB_levels,0.12700729927007298,inversions-driven LB
LB_lvl_symm,0.12700729927007298,inversion-driven (symmetric)
LB_first,0.0,min size first element aligned
LB_last,0.4982456140350877,min size last element aligned
LB_levels,0.08304093567251462,inversions-driven LB
LB_lvl_symm,0.08304093567251462,inversion-driven (symmetric)
LB_first,0.0,min size first element aligned
LB_last,0.3096774193548387,min size last element aligned
LB_levels,0.25161290322580643,inversions-driven LB
LB_lvl_symm,0.25161290322580643,inversion-driven (symmetric)
LB_first,0.017937219730941704,min size first element aligned
LB_last,0.09641255605381166,min size last element aligned
LB_levels,0.10538116591928251,inversions-driven LB
LB_lvl_symm,0.10538116591928251,inversion-driven (symmetric)
LB_first,0.008287292817679558,min size first element aligned
LB_last,0.27348066298342544,min size last element aligned
LB_levels,0.09576427255985268,inversions-driven LB
LB_lvl_symm,0.09576427255985268,inversion-driven (symmetric)
LB_first,0.013806706114398421,min size first element aligned
LB_last,0.007889546351084813,min size last element aligned
LB_levels,0.08481262327416174,inversions-driven LB
LB_lvl_symm,0.08481262327416174,inversion-driven (symmetric)
LB_first,0.0037313432835820895,min size first element aligned
LB_last,0.4123134328358209,min size last element aligned
LB_levels,0.24253731343283583,inversions-driven LB
LB_lvl_symm,0.24253731343283583,inversion-driven (symmetric)
LB_first,0.022237665045170257,min size first element aligned
LB_last,0.3224461431549687,min size last element aligned
LB_levels,0.08408617095205004,inversions-driven LB
LB_lvl_symm,0.08408617095205004,inversion-driven (symmetric)
LB_first,0.0046875,min size first element aligned
LB_last,0.009375,min size last element aligned
LB_levels,0.0921875,inversions-driven LB
LB_lvl_symm,0.0921875,inversion-driven (symmetric)
LB_first,0.0,min size first element aligned
LB_last,0.564963503649635,min size last element aligned
LB_levels,0.09781021897810219,inversions-driven LB
LB_lvl_symm,0.09781021897810219,inversion-driven (symmetric)
LB_first,0.02461139896373057,min size first element aligned
LB_last,0.4365284974093264,min size last element aligned
LB_levels,0.09326424870466321,inversions-driven LB
LB_lvl_symm,0.09326424870466321,inversion-driven (symmetric)
LB_first,0.0026109660574412533,min size first element aligned
LB_last,0.0731070496083551,min size last element aligned
LB_levels,0.17493472584856398,inversions-driven LB
LB_lvl_symm,0.17493472584856398,inversion-driven (symmetric)
LB_first,0.014647137150466045,min size first element aligned
LB_last,0.11318242343541944,min size last element aligned
LB_levels,0.10386151797603196,inversions-driven LB
LB_lvl_symm,0.10386151797603196,inversion-driven (symmetric)
LB_first,0.016191210485736313,min size first element aligned
LB_last,0.48727833461835,min size last element aligned
LB_levels,0.09020817270624518,inversions-driven LB
LB_lvl_symm,0.09020817270624518,inversion-driven (symmetric)
LB_first,0.001075268817204301,min size first element aligned
LB_last,0.16021505376344086,min size last element aligned
LB_levels,0.08924731182795699,inversions-driven LB
LB_lvl_symm,0.08924731182795699,inversion-driven (symmetric)
LB_first,0.024390243902439025,min size first element aligned
LB_last,0.032520325203252036,min size last element aligned
LB_levels,0.08762420957542909,inversions-driven LB
LB_lvl_symm,0.08762420957542909,inversion-driven (symmetric)
LB_first,0.0002702702702702703,min size first element aligned
LB_last,0.32297297297297295,min size last element aligned
LB_levels,0.041891891891891894,inversions-driven LB
LB_lvl_symm,0.041891891891891894,inversion-driven (symmetric)
LB_first,0.0034856700232378003,min size first element aligned
LB_last,0.29821843532145625,min size last element aligned
LB_levels,0.0383423702556158,inversions-driven LB
LB_lvl_symm,0.0383423702556158,inversion-driven (symmetric)
LB_first,0.010699001426533523,min size first element aligned
LB_last,0.275320970042796,min size last element aligned
LB_levels,0.05777460770328103,inversions-driven LB
LB_lvl_symm,0.05777460770328103,inversion-driven (symmetric)
LB_first,0.015681544028950542,min size first element aligned
LB_last,0.10615199034981906,min size last element aligned
LB_levels,0.09650180940892641,inversions-driven LB
LB_lvl_symm,0.09650180940892641,inversion-driven (symmetric)
LB_first,0.0006119951040391676,min size first element aligned
LB_last,0.16523867809057527,min size last element aligned
LB_levels,0.04773561811505508,inversions-driven LB
LB_lvl_symm,0.04773561811505508,inversion-driven (symmetric)
LB_first,0.018739352640545145,min size first element aligned
LB_last,0.03577512776831346,min size last element aligned
LB_levels,0.151618398637138,inversions-driven LB
LB_lvl_symm,0.151618398637138,inversion-driven (symmetric)
LB_first,0.012998522895125554,min size first element aligned
LB_last,0.16632200886262924,min size last element aligned
LB_levels,0.050812407680945346,inversions-driven LB
LB_lvl_symm,0.050812407680945346,inversion-driven (symmetric)
LB_first,0.05548037889039242,min size first element aligned
LB_last,0.2313937753721245,min size last element aligned
LB_levels,0.10148849797023005,inversions-driven LB
LB_lvl_symm,0.10148849797023005,inversion-driven (symmetric)
LB_first,0.004459308807134894,min size first element aligned
LB_last,0.057971014492753624,min size last element aligned
LB_levels,0.16722408026755853,inversions-driven LB
LB_lvl_symm,0.16722408026755853,inversion-driven (symmetric)
LB_first,0.008356545961002786,min size first element aligned
LB_last,0.47075208913649025,min size last element aligned
LB_levels,0.15041782729805014,inversions-driven LB
