LB,gap,legend
LB_last,0.27177334732423925,min size last element aligned
LB_last,0.0038640499114990234,timelog
LB_levels,0.08289611752360965,inversions-driven LB
LB_levels,0.00022983551025390625,timelog
simpl_BB,0.06700563430786133,timelog
LB_first,0.014598540145985401,min size first element aligned
LB_first,0.0003638267517089844,timelog
LB_last,0.0,min size last element aligned
LB_last,0.0035758018493652344,timelog
LB_levels,0.13503649635036497,inversions-driven LB
LB_levels,0.0002789497375488281,timelog
simpl_BB,0.10537362098693848,timelog
LB_first,0.004807692307692308,min size first element aligned
LB_first,0.00033402442932128906,timelog
LB_last,0.4182692307692308,min size last element aligned
LB_last,0.0035958290100097656,timelog
LB_levels,0.125,inversions-driven LB
LB_levels,0.0003044605255126953,timelog
simpl_BB,0.10112714767456055,timelog
LB_first,0.0,min size first element aligned
LB_first,0.00028705596923828125,timelog
LB_last,0.13114754098360656,min size last element aligned
LB_last,0.003818035125732422,timelog
LB_levels,0.4262295081967213,inversions-driven LB
LB_levels,0.0001862049102783203,timelog
simpl_BB,0.07747006416320801,timelog
LB_first,0.02373887240356083,min size first element aligned
LB_first,0.0003151893615722656,timelog
LB_last,0.3006923837784372,min size last element aligned
LB_last,0.003755807876586914,timelog
LB_levels,0.076162215628091,inversions-driven LB
LB_levels,0.00026988983154296875,timelog
simpl_BB,0.06108546257019043,timelog
LB_first,0.0,min size first element aligned
LB_first,0.0003037452697753906,timelog
LB_last,0.10606060606060606,min size last element aligned
LB_last,0.0036172866821289062,timelog
LB_levels,0.32575757575757575,inversions-driven LB
LB_levels,0.0001766681671142578,timelog
simpl_BB,0.07142972946166992,timelog
LB_first,0.003605769230769231,min size first element aligned
LB_first,0.0003161430358886719,timelog
LB_last,0.1141826923076923,min size last element aligned
LB_last,0.0036597251892089844,timelog
LB_levels,0.11658653846153846,inversions-driven LB
LB_levels,0.00023174285888671875,timelog
simpl_BB,0.06676626205444336,timelog
LB_first,0.014084507042253521,min size first element aligned
LB_first,0.0003402233123779297,timelog
LB_last,0.21939328277356446,min size last element aligned
LB_last,0.003665447235107422,timelog
LB_levels,0.05200433369447454,inversions-driven LB
LB_levels,0.0002803802490234375,timelog
simpl_BB,0.09660220146179199,timelog
LB_first,0.006802721088435374,min size first element aligned
LB_first,0.0003070831298828125,timelog
LB_last,0.24761904761904763,min size last element aligned
LB_last,0.0035877227783203125,timelog
LB_levels,0.08435374149659863,inversions-driven LB
LB_levels,0.0002200603485107422,timelog
simpl_BB,0.059575796127319336,timelog
LB_first,0.0019455252918287938,min size first element aligned
LB_first,0.000316619873046875,timelog
LB_last,0.023346303501945526,min size last element aligned
LB_last,0.003751039505004883,timelog
LB_levels,0.08754863813229571,inversions-driven LB
LB_levels,0.000225067138671875,timelog
simpl_BB,0.1072843074798584,timelog
LB_first,0.10805084745762712,min size first element aligned
LB_first,0.00032019615173339844,timelog
LB_last,0.0,min size last element aligned
LB_last,0.003630399703979492,timelog
LB_levels,0.13559322033898305,inversions-driven LB
LB_levels,0.00021314620971679688,timelog
simpl_BB,0.12084460258483887,timelog
LB_first,0.05370843989769821,min size first element aligned
LB_first,0.0003204345703125,timelog
LB_last,0.2391304347826087,min size last element aligned
LB_last,0.0036818981170654297,timelog
LB_levels,0.09207161125319693,inversions-driven LB
LB_levels,0.0002262592315673828,timelog
simpl_BB,0.06639313697814941,timelog
LB_first,0.007142857142857143,min size first element aligned
LB_first,0.00030875205993652344,timelog
LB_last,0.5071428571428571,min size last element aligned
LB_last,0.003717184066772461,timelog
LB_levels,0.21428571428571427,inversions-driven LB
LB_levels,0.00020837783813476562,timelog
simpl_BB,0.05231356620788574,timelog
LB_first,0.0023391812865497076,min size first element aligned
LB_first,0.0003304481506347656,timelog
LB_last,0.04678362573099415,min size last element aligned
LB_last,0.003584146499633789,timelog
LB_levels,0.08304093567251462,inversions-driven LB
LB_levels,0.0002582073211669922,timelog
simpl_BB,0.08575630187988281,timelog
LB_first,0.04707012487992315,min size first element aligned
LB_first,0.0003414154052734375,timelog
LB_last,0.31988472622478387,min size last element aligned
LB_last,0.003708362579345703,timelog
LB_levels,0.0941402497598463,inversions-driven LB
LB_levels,0.00023484230041503906,timelog
simpl_BB,0.042501211166381836,timelog
LB_first,0.0,min size first element aligned
LB_first,0.00030684471130371094,timelog
LB_last,0.016090104585679808,min size last element aligned
LB_last,0.003798961639404297,timelog
LB_levels,0.061946902654867256,inversions-driven LB
LB_levels,0.00024199485778808594,timelog
simpl_BB,0.06387758255004883,timelog
LB_first,0.007739938080495356,min size first element aligned
LB_first,0.0003123283386230469,timelog
LB_last,0.03715170278637771,min size last element aligned
LB_last,0.0037903785705566406,timelog
LB_levels,0.13622291021671826,inversions-driven LB
LB_levels,0.00022220611572265625,timelog
simpl_BB,0.08639144897460938,timelog
LB_first,0.010498687664041995,min size first element aligned
LB_first,0.0003299713134765625,timelog
LB_last,0.14435695538057744,min size last element aligned
LB_last,0.003643512725830078,timelog
LB_levels,0.07020997375328084,inversions-driven LB
LB_levels,0.0002620220184326172,timelog
simpl_BB,0.05605030059814453,timelog
LB_first,0.04106666666666667,min size first element aligned
LB_first,0.0003275871276855469,timelog
LB_last,0.4848,min size last element aligned
LB_last,0.003660440444946289,timelog
LB_levels,0.04853333333333333,inversions-driven LB
LB_levels,0.00027489662170410156,timelog
simpl_BB,0.05623745918273926,timelog
LB_first,0.0,min size first element aligned
LB_first,0.0003237724304199219,timelog
LB_last,0.0,min size last element aligned
LB_last,0.003676891326904297,timelog
LB_levels,0.10810810810810811,inversions-driven LB
LB_levels,0.00020694732666015625,timelog
simpl_BB,0.03348255157470703,timelog
LB_first,0.0,min size first element aligned
LB_first,0.00029587745666503906,timelog
LB_last,0.027472527472527472,min size last element aligned
LB_last,0.003542184829711914,timelog
LB_levels,0.14285714285714285,inversions-driven LB
LB_levels,0.0002968311309814453,timelog
simpl_BB,0.045900821685791016,timelog
LB_first,0.006842619745845552,min size first element aligned
LB_first,0.0003330707550048828,timelog
LB_last,0.1466275659824047,min size last element aligned
LB_last,0.0036416053771972656,timelog
LB_levels,0.10166177908113393,inversions-driven LB
LB_levels,0.0002422332763671875,timelog
simpl_BB,0.17609477043151855,timelog
LB_first,0.0136986301369863,min size first element aligned
LB_first,0.00032830238342285156,timelog
LB_last,0.0,min size last element aligned
LB_last,0.0036537647247314453,timelog
LB_levels,0.09041095890410959,inversions-driven LB
LB_levels,0.00021910667419433594,timelog
simpl_BB,0.05863070487976074,timelog
LB_first,0.03212576896787423,min size first element aligned
LB_first,0.0003235340118408203,timelog
LB_last,0.47573479152426523,min size last element aligned
LB_last,0.003654956817626953,timelog
LB_levels,0.06493506493506493,inversions-driven LB
LB_levels,0.0002665519714355469,timelog
simpl_BB,0.07916259765625,timelog
LB_first,0.003194888178913738,min size first element aligned
LB_first,0.00031447410583496094,timelog
LB_last,0.3402555910543131,min size last element aligned
LB_last,0.0037238597869873047,timelog
LB_levels,0.23322683706070288,inversions-driven LB
LB_levels,0.00020694732666015625,timelog
simpl_BB,0.10393667221069336,timelog
LB_first,0.01734820322180917,min size first element aligned
LB_first,0.00030994415283203125,timelog
LB_last,0.28376703841387857,min size last element aligned
LB_last,0.0036706924438476562,timelog
LB_levels,0.09293680297397769,inversions-driven LB
LB_levels,0.00022339820861816406,timelog
simpl_BB,0.06541967391967773,timelog
LB_first,0.02536824877250409,min size first element aligned
LB_first,0.0003178119659423828,timelog
LB_last,0.16530278232405893,min size last element aligned
LB_last,0.0035817623138427734,timelog
LB_levels,0.04091653027823241,inversions-driven LB
LB_levels,0.00025200843811035156,timelog
simpl_BB,0.06493115425109863,timelog
LB_first,0.03680981595092025,min size first element aligned
LB_first,0.0003209114074707031,timelog
LB_last,0.024539877300613498,min size last element aligned
LB_last,0.0035796165466308594,timelog
LB_levels,0.16257668711656442,inversions-driven LB
LB_levels,0.00021529197692871094,timelog
simpl_BB,0.08833765983581543,timelog
LB_first,0.0014347202295552368,min size first element aligned
LB_first,0.00032711029052734375,timelog
LB_last,0.0,min size last element aligned
LB_last,0.0035729408264160156,timelog
LB_levels,0.09612625538020086,inversions-driven LB
LB_levels,0.00021409988403320312,timelog
simpl_BB,0.05069160461425781,timelog
LB_first,0.011852776044915784,min size first element aligned
LB_first,0.0003120899200439453,timelog
LB_last,0.23393636930754835,min size last element aligned
LB_last,0.00376129150390625,timelog
LB_levels,0.043668122270742356,inversions-driven LB
LB_levels,0.0002434253692626953,timelog
simpl_BB,0.10372066497802734,timelog
LB_first,0.011976047904191617,min size first element aligned
LB_first,0.00031375885009765625,timelog
LB_last,0.07984031936127745,min size last element aligned
LB_last,0.003684520721435547,timelog
LB_levels,0.1157684630738523,inversions-driven LB
LB_levels,0.00022482872009277344,timelog
simpl_BB,0.05596041679382324,timelog
LB_first,0.0037678975131876413,min size first element aligned
LB_first,0.00031638145446777344,timelog
LB_last,0.033157498116051246,min size last element aligned
LB_last,0.0035953521728515625,timelog
LB_levels,0.04973624717407687,inversions-driven LB
LB_levels,0.00025272369384765625,timelog
simpl_BB,0.10253119468688965,timelog
LB_first,0.011420413990007138,min size first element aligned
LB_first,0.0003380775451660156,timelog
LB_last,0.11634546752319772,min size last element aligned
LB_last,0.0037987232208251953,timelog
LB_levels,0.06995003568879372,inversions-driven LB
LB_levels,0.0002465248107910156,timelog
simpl_BB,0.09279179573059082,timelog
LB_first,0.04133858267716536,min size first element aligned
LB_first,0.0003304481506347656,timelog
LB_last,0.13976377952755906,min size last element aligned
LB_last,0.0035974979400634766,timelog
LB_levels,0.10826771653543307,inversions-driven LB
LB_levels,0.00022363662719726562,timelog
simpl_BB,0.19300484657287598,timelog
LB_first,0.015178571428571428,min size first element aligned
LB_first,0.0003116130828857422,timelog
LB_last,0.5508928571428572,min size last element aligned
LB_last,0.003581523895263672,timelog
LB_levels,0.12232142857142857,inversions-driven LB
LB_levels,0.0002391338348388672,timelog
simpl_BB,0.07505083084106445,timelog
LB_first,0.0049504950495049506,min size first element aligned
LB_first,0.00031638145446777344,timelog
LB_last,0.2145214521452145,min size last element aligned
LB_last,0.0035915374755859375,timelog
LB_levels,0.07590759075907591,inversions-driven LB
LB_levels,0.0002338886260986328,timelog
simpl_BB,0.16125106811523438,timelog
LB_first,0.012684989429175475,min size first element aligned
LB_first,0.00032973289489746094,timelog
LB_last,0.1416490486257928,min size last element aligned
LB_last,0.003596782684326172,timelog
LB_levels,0.10782241014799154,inversions-driven LB
LB_levels,0.00022530555725097656,timelog
simpl_BB,0.1501295566558838,timelog
LB_first,0.03183023872679045,min size first element aligned
LB_first,0.0003142356872558594,timelog
LB_last,0.11140583554376658,min size last element aligned
LB_last,0.0035965442657470703,timelog
LB_levels,0.13262599469496023,inversions-driven LB
LB_levels,0.0002377033233642578,timelog
simpl_BB,0.10942792892456055,timelog
LB_first,0.000819000819000819,min size first element aligned
LB_first,0.00038814544677734375,timelog
LB_last,0.16871416871416872,min size last element aligned
LB_last,0.0035724639892578125,timelog
LB_levels,0.11711711711711711,inversions-driven LB
LB_levels,0.00025272369384765625,timelog
simpl_BB,0.06044435501098633,timelog
LB_first,0.06290672451193059,min size first element aligned
LB_first,0.0003192424774169922,timelog
LB_last,0.20498915401301518,min size last element aligned
LB_last,0.003671407699584961,timelog
LB_levels,0.0770065075921909,inversions-driven LB
LB_levels,0.0002465248107910156,timelog
simpl_BB,0.041940927505493164,timelog
LB_first,0.0006825938566552901,min size first element aligned
LB_first,0.00031065940856933594,timelog
LB_last,0.36484641638225257,min size last element aligned
LB_last,0.0036165714263916016,timelog
LB_levels,0.030716723549488054,inversions-driven LB
LB_levels,0.0002503395080566406,timelog
simpl_BB,0.08254671096801758,timelog
LB_first,0.004513217279174726,min size first element aligned
LB_first,0.00034737586975097656,timelog
LB_last,0.41843971631205673,min size last element aligned
LB_last,0.0035622119903564453,timelog
LB_levels,0.08317214700193423,inversions-driven LB
LB_levels,0.0002715587615966797,timelog
simpl_BB,0.1360340118408203,timelog
LB_first,0.001610305958132045,min size first element aligned
LB_first,0.00037097930908203125,timelog
LB_last,0.4750402576489533,min size last element aligned
LB_last,0.0035839080810546875,timelog
LB_levels,0.14492753623188406,inversions-driven LB
LB_levels,0.0003142356872558594,timelog
simpl_BB,0.04304385185241699,timelog
LB_first,0.0017793594306049821,min size first element aligned
LB_first,0.0003027915954589844,timelog
LB_last,0.24733096085409254,min size last element aligned
LB_last,0.0035359859466552734,timelog
LB_levels,0.12811387900355872,inversions-driven LB
LB_levels,0.00019884109497070312,timelog
simpl_BB,0.1082313060760498,timelog
LB_first,0.003703703703703704,min size first element aligned
LB_first,0.0003027915954589844,timelog
LB_last,0.2,min size last element aligned
LB_last,0.0036368370056152344,timelog
LB_levels,0.15185185185185185,inversions-driven LB
LB_levels,0.000209808349609375,timelog
simpl_BB,0.16413593292236328,timelog
LB_first,0.0038022813688212928,min size first element aligned
LB_first,0.0003247261047363281,timelog
LB_last,0.3581749049429658,min size last element aligned
LB_last,0.003838062286376953,timelog
LB_levels,0.07756653992395438,inversions-driven LB
LB_levels,0.0002377033233642578,timelog
simpl_BB,0.07361817359924316,timelog
LB_first,0.0,min size first element aligned
LB_first,0.00032520294189453125,timelog
LB_last,0.4304174950298211,min size last element aligned
LB_last,0.0035941600799560547,timelog
LB_levels,0.09642147117296222,inversions-driven LB
LB_levels,0.00023603439331054688,timelog
simpl_BB,0.047760963439941406,timelog
LB_first,0.0032388663967611335,min size first element aligned
LB_first,0.0003104209899902344,timelog
LB_last,0.6595141700404858,min size last element aligned
LB_last,0.0035963058471679688,timelog
LB_levels,0.045344129554655874,inversions-driven LB
LB_levels,0.00023674964904785156,timelog
simpl_BB,0.07058095932006836,timelog
LB_first,0.019948519948519948,min size first element aligned
LB_first,0.0003132820129394531,timelog
LB_last,0.26640926640926643,min size last element aligned
LB_last,0.003651857376098633,timelog
LB_levels,0.05727155727155727,inversions-driven LB
LB_levels,0.0002486705780029297,timelog
simpl_BB,0.05096912384033203,timelog
LB_first,0.0,min size first element aligned
LB_first,0.00030493736267089844,timelog
LB_last,0.14343163538873996,min size last element aligned
LB_last,0.003633737564086914,timelog
LB_levels,0.06300268096514745,inversions-driven LB
LB_levels,0.0003142356872558594,timelog
simpl_BB,0.1349647045135498,timelog
LB_first,0.004286589099816289,min size first element aligned
LB_first,0.00030994415283203125,timelog
LB_last,0.18064911206368647,min size last element aligned
LB_last,0.0036246776580810547,timelog
LB_levels,0.13227189222290264,inversions-driven LB
LB_levels,0.00022149085998535156,timelog
simpl_BB,0.07400250434875488,timelog
LB_first,0.012658227848101266,min size first element aligned
LB_first,0.00033020973205566406,timelog
LB_last,0.0,min size last element aligned
LB_last,0.0036432743072509766,timelog
LB_levels,0.11392405063291139,inversions-driven LB
LB_levels,0.0002052783966064453,timelog
simpl_BB,0.11770462989807129,timelog
LB_first,0.03274215552523874,min size first element aligned
LB_first,0.0003190040588378906,timelog
LB_last,0.47066848567530695,min size last element aligned
LB_last,0.0037920475006103516,timelog
LB_levels,0.09140518417462483,inversions-driven LB
LB_levels,0.00024962425231933594,timelog
simpl_BB,0.04856085777282715,timelog
LB_first,0.0,min size first element aligned
LB_first,0.000301361083984375,timelog
LB_last,0.02586206896551724,min size last element aligned
LB_last,0.0036134719848632812,timelog
LB_levels,0.1853448275862069,inversions-driven LB
LB_levels,0.00019097328186035156,timelog
simpl_BB,0.09106040000915527,timelog
LB_first,0.000725689404934688,min size first element aligned
LB_first,0.0003075599670410156,timelog
LB_last,0.10377358490566038,min size last element aligned
LB_last,0.0037207603454589844,timelog
LB_levels,0.07982583454281568,inversions-driven LB
LB_levels,0.0002243518829345703,timelog
simpl_BB,0.0971822738647461,timelog
LB_first,0.004932182490752158,min size first element aligned
LB_first,0.0003116130828857422,timelog
LB_last,0.15413070283600494,min size last element aligned
LB_last,0.003634929656982422,timelog
LB_levels,0.12330456226880394,inversions-driven LB
LB_levels,0.0002262592315673828,timelog
simpl_BB,0.0998077392578125,timelog
LB_first,0.004,min size first element aligned
LB_first,0.0003097057342529297,timelog
LB_last,0.349,min size last element aligned
LB_last,0.003641366958618164,timelog
LB_levels,0.083,inversions-driven LB
LB_levels,0.00024390220642089844,timelog
simpl_BB,0.11091399192810059,timelog
LB_first,0.0,min size first element aligned
LB_first,0.00032258033752441406,timelog
LB_last,0.4659949622166247,min size last element aligned
LB_last,0.003722667694091797,timelog
LB_levels,0.15869017632241814,inversions-driven LB
LB_levels,0.00023937225341796875,timelog
simpl_BB,0.09579205513000488,timelog
LB_first,0.004329004329004329,min size first element aligned
LB_first,0.0003032684326171875,timelog
LB_last,0.18614718614718614,min size last element aligned
LB_last,0.003702402114868164,timelog
LB_levels,0.2857142857142857,inversions-driven LB
LB_levels,0.0001938343048095703,timelog
simpl_BB,0.16838645935058594,timelog
LB_first,0.008532423208191127,min size first element aligned
LB_first,0.0003142356872558594,timelog
LB_last,0.40273037542662116,min size last element aligned
LB_last,0.0037114620208740234,timelog
LB_levels,0.05204778156996587,inversions-driven LB
LB_levels,0.00030994415283203125,timelog
simpl_BB,0.06606411933898926,timelog
LB_first,0.009923664122137405,min size first element aligned
LB_first,0.0003886222839355469,timelog
LB_last,0.09236641221374046,min size last element aligned
LB_last,0.0035512447357177734,timelog
LB_levels,0.09694656488549619,inversions-driven LB
LB_levels,0.00023555755615234375,timelog
simpl_BB,0.060146331787109375,timelog
LB_first,0.06333973128598848,min size first element aligned
LB_first,0.00031375885009765625,timelog
LB_last,0.08829174664107485,min size last element aligned
LB_last,0.003633737564086914,timelog
LB_levels,0.15163147792706333,inversions-driven LB
LB_levels,0.0002200603485107422,timelog
simpl_BB,0.24275875091552734,timelog
LB_first,0.0,min size first element aligned
LB_first,0.0002872943878173828,timelog
LB_last,0.35842293906810035,min size last element aligned
LB_last,0.003654003143310547,timelog
LB_levels,0.3010752688172043,inversions-driven LB
LB_levels,0.0001862049102783203,timelog
simpl_BB,0.06750750541687012,timelog
LB_first,0.03436988543371522,min size first element aligned
LB_first,0.0003120899200439453,timelog
LB_last,0.03927986906710311,min size last element aligned
LB_last,0.003647327423095703,timelog
LB_levels,0.10965630114566285,inversions-driven LB
LB_levels,0.00022268295288085938,timelog
simpl_BB,0.08380579948425293,timelog
LB_first,0.008291873963515755,min size first element aligned
LB_first,0.00032711029052734375,timelog
LB_last,0.12106135986733002,min size last element aligned
LB_last,0.0036695003509521484,timelog
LB_levels,0.12271973466003316,inversions-driven LB
LB_levels,0.00022268295288085938,timelog
simpl_BB,0.09011173248291016,timelog
LB_first,0.034523809523809526,min size first element aligned
LB_first,0.0003371238708496094,timelog
LB_last,0.04047619047619048,min size last element aligned
LB_last,0.0035212039947509766,timelog
LB_levels,0.07976190476190476,inversions-driven LB
LB_levels,0.00030303001403808594,timelog
simpl_BB,0.05887866020202637,timelog
LB_first,0.001088139281828074,min size first element aligned
LB_first,0.0003063678741455078,timelog
LB_last,0.2883569096844396,min size last element aligned
LB_last,0.0037033557891845703,timelog
LB_levels,0.13166485310119697,inversions-driven LB
LB_levels,0.00022101402282714844,timelog
simpl_BB,0.04506516456604004,timelog
LB_first,0.020517395182872437,min size first element aligned
LB_first,0.0003178119659423828,timelog
LB_last,0.19714540588760035,min size last element aligned
LB_last,0.0036306381225585938,timelog
LB_levels,0.057091882247992866,inversions-driven LB
LB_levels,0.00024056434631347656,timelog
simpl_BB,0.08724045753479004,timelog
LB_first,0.0,min size first element aligned
LB_first,0.00037407875061035156,timelog
LB_last,0.315712187958884,min size last element aligned
LB_last,0.0035867691040039062,timelog
LB_levels,0.18355359765051396,inversions-driven LB
LB_levels,0.0001957416534423828,timelog
simpl_BB,0.08580756187438965,timelog
LB_first,0.0012853470437017994,min size first element aligned
LB_first,0.0003123283386230469,timelog
LB_last,0.2326478149100257,min size last element aligned
LB_last,0.0035881996154785156,timelog
LB_levels,0.12339331619537275,inversions-driven LB
LB_levels,0.00022411346435546875,timelog
simpl_BB,0.09717154502868652,timelog
LB_first,0.051587301587301584,min size first element aligned
LB_first,0.00031948089599609375,timelog
LB_last,0.4396825396825397,min size last element aligned
LB_last,0.0035843849182128906,timelog
LB_levels,0.04126984126984127,inversions-driven LB
LB_levels,0.00024175643920898438,timelog
simpl_BB,0.0636601448059082,timelog
LB_first,0.005069708491761723,min size first element aligned
LB_first,0.00038933753967285156,timelog
LB_last,0.13181242078580482,min size last element aligned
LB_last,0.003531217575073242,timelog
LB_levels,0.13054499366286437,inversions-driven LB
LB_levels,0.0002942085266113281,timelog
simpl_BB,0.0925745964050293,timelog
LB_first,0.009589041095890411,min size first element aligned
LB_first,0.0003151893615722656,timelog
LB_last,0.1136986301369863,min size last element aligned
LB_last,0.0037238597869873047,timelog
LB_levels,0.07945205479452055,inversions-driven LB
LB_levels,0.0002982616424560547,timelog
simpl_BB,0.07680559158325195,timelog
LB_first,0.0,min size first element aligned
LB_first,0.0002856254577636719,timelog
LB_last,0.08597502401536984,min size last element aligned
LB_last,0.0036580562591552734,timelog
LB_levels,0.0643611911623439,inversions-driven LB
LB_levels,0.00024271011352539062,timelog
simpl_BB,0.08751487731933594,timelog
LB_first,0.02035928143712575,min size first element aligned
LB_first,0.0003142356872558594,timelog
LB_last,0.026347305389221556,min size last element aligned
LB_last,0.0036656856536865234,timelog
LB_levels,0.07544910179640718,inversions-driven LB
LB_levels,0.0002429485321044922,timelog
simpl_BB,0.07493472099304199,timelog
LB_first,0.05527638190954774,min size first element aligned
LB_first,0.00031876564025878906,timelog
LB_last,0.4158291457286432,min size last element aligned
LB_last,0.0038144588470458984,timelog
LB_levels,0.10301507537688442,inversions-driven LB
LB_levels,0.00022792816162109375,timelog
simpl_BB,0.03754019737243652,timelog
LB_first,0.001037344398340249,min size first element aligned
LB_first,0.0003085136413574219,timelog
LB_last,0.10477178423236515,min size last element aligned
LB_last,0.0036814212799072266,timelog
LB_levels,0.06639004149377593,inversions-driven LB
LB_levels,0.00022554397583007812,timelog
simpl_BB,0.07821202278137207,timelog
LB_first,0.009564293304994687,min size first element aligned
LB_first,0.0003094673156738281,timelog
LB_last,0.25292242295430395,min size last element aligned
LB_last,0.0036966800689697266,timelog
LB_levels,0.0818278427205101,inversions-driven LB
LB_levels,0.00022101402282714844,timelog
simpl_BB,0.1182563304901123,timelog
LB_first,0.035035035035035036,min size first element aligned
LB_first,0.0003342628479003906,timelog
LB_last,0.028028028028028028,min size last element aligned
LB_last,0.0036461353302001953,timelog
LB_levels,0.07207207207207207,inversions-driven LB
LB_levels,0.0002872943878173828,timelog
simpl_BB,0.04298567771911621,timelog
LB_first,0.008075370121130552,min size first element aligned
LB_first,0.0003142356872558594,timelog
LB_last,0.034993270524899055,min size last element aligned
LB_last,0.0035696029663085938,timelog
LB_levels,0.07806191117092867,inversions-driven LB
LB_levels,0.0002186298370361328,timelog
simpl_BB,0.07668113708496094,timelog
LB_first,0.005008347245409015,min size first element aligned
LB_first,0.00031256675720214844,timelog
LB_last,0.01669449081803005,min size last element aligned
LB_last,0.0037398338317871094,timelog
LB_levels,0.15191986644407346,inversions-driven LB
LB_levels,0.00021314620971679688,timelog
simpl_BB,0.1274564266204834,timelog
LB_first,0.03389830508474576,min size first element aligned
LB_first,0.00032901763916015625,timelog
LB_last,0.14689265536723164,min size last element aligned
LB_last,0.0036292076110839844,timelog
LB_levels,0.3163841807909605,inversions-driven LB
LB_levels,0.00021958351135253906,timelog
simpl_BB,0.060903310775756836,timelog
LB_first,0.0,min size first element aligned
LB_first,0.0003638267517089844,timelog
LB_last,0.04756380510440835,min size last element aligned
LB_last,0.003598928451538086,timelog
LB_levels,0.09860788863109049,inversions-driven LB
LB_levels,0.00022077560424804688,timelog
simpl_BB,0.14825439453125,timelog
LB_first,0.007929515418502203,min size first element aligned
LB_first,0.000370025634765625,timelog
LB_last,0.4290748898678414,min size last element aligned
LB_last,0.0038933753967285156,timelog
LB_levels,0.08370044052863436,inversions-driven LB
LB_levels,0.00026416778564453125,timelog
